user_id,registration_date,age,gender,country,language,account_age_days,subscriber_count,subscription_count,total_watch_time_minutes,total_video_views,total_likes_given,total_shares_given,total_comments_given,preferred_categories,avg_session_length_minutes,is_premium,primary_device,primary_platform,last_active
user_000017,2023-02-07T01:54:42.171Z,29,M,BR,nl,919,858,47,15469,1656,139,53,155,Music;Sports;Beauty;Kids;Gaming,20,false,mobile,web,2025-08-12T11:49:03.636Z
user_000018,2024-12-02T01:11:54.721Z,23,M,TR,vi,255,1588,485,9342,1560,214,48,67,Travel;Beauty;Food;Pets;Gaming,14,false,desktop,android,2025-08-10T11:44:12.934Z
user_000019,2024-05-03T20:14:31.478Z,19,M,ID,vi,468,712,236,8057,5798,580,206,245,Food;Comedy,18,false,desktop,ios,2025-08-09T19:06:33.873Z
user_000020,2021-12-10T15:01:46.569Z,29,M,PK,vi,1343,959,163,14008,2481,245,80,72,Art;Fashion;Motivation;Lifestyle;News,17,false,desktop,ios,2025-08-09T08:51:05.759Z
user_000021,2023-03-23T13:41:55.276Z,32,M,PK,tr,875,352,383,15726,1880,319,51,39,Kids;Food;News,15,false,desktop,ios,2025-08-11T21:00:27.677Z
user_000022,2025-03-11T21:25:22.755Z,45,O,ID,zh,156,286,186,4858,7388,1156,164,175,Comedy;Education;Beauty;Art,15,false,tablet,ios,2025-08-13T06:43:50.243Z
user_000023,2022-02-15T09:01:08.875Z,23,M,FR,tr,1276,270,279,8004,3236,210,77,170,Fashion;Food,14,false,mobile,android,2025-08-14T10:23:13.858Z
user_000024,2023-05-21T16:16:34.445Z,19,M,FR,sv,816,647,314,5251,7710,588,148,642,Science;Dance;Travel;Gaming,18,true,mobile,ios,2025-08-14T11:25:52.883Z
user_000025,2021-07-22T11:05:33.336Z,39,O,JP,ar,1484,781,54,15067,4564,718,247,172,Travel;Music;Dance,17,false,mobile,web,2025-08-11T17:59:44.256Z
user_000026,2022-12-25T05:31:04.319Z,45,M,TR,id,963,369,448,6386,2884,195,168,237,Comedy;News,16,false,mobile,ios,2025-08-08T03:41:23.522Z
user_000027,2023-08-16T15:18:28.132Z,28,O,VN,id,729,1980,508,5452,7531,1193,364,209,Travel;Sports,17,false,mobile,ios,2025-08-14T13:07:42.933Z
user_000028,2021-07-23T03:47:57.159Z,27,M,PH,fr,1483,957,245,3076,2875,282,83,240,Fitness;Technology,9,false,desktop,android,2025-08-13T06:35:25.624Z
user_000029,2024-09-30T22:49:54.550Z,34,M,MX,ko,317,896,263,1528,2552,508,90,245,Comedy;Sports;Fashion;Technology,23,false,desktop,android,2025-08-12T21:18:13.626Z
user_000030,2023-12-25T21:21:23.848Z,46,M,FR,zh,598,1179,434,5375,3823,221,58,177,Gaming;Motivation;Beauty,17,false,tablet,web,2025-08-11T11:40:57.554Z
user_000031,2021-05-18T00:48:49.870Z,16,F,VN,ar,1549,2482,180,3135,5632,869,272,553,Fashion;Travel;Fitness;Gaming,18,true,tablet,android,2025-08-09T08:50:59.620Z
user_000032,2024-04-02T20:22:44.307Z,16,M,MX,en,499,1176,141,5505,6735,842,346,458,Fashion;Gaming;Pets;Education,11,false,mobile,web,2025-08-09T19:29:30.576Z
user_000033,2024-03-17T20:57:19.447Z,21,M,ZA,zh,515,587,375,4460,4710,664,221,401,Pets;Sports,21,false,tablet,ios,2025-08-10T13:55:54.436Z
user_000034,2025-02-15T02:01:07.582Z,43,F,IR,fr,180,2723,321,14133,6595,1136,171,247,Sports;Education;Beauty,8,false,desktop,ios,2025-08-13T14:25:40.872Z
user_000035,2020-10-06T03:44:09.772Z,25,F,PK,id,1773,172,254,14505,5284,945,316,518,Pets;Fashion;Comedy;Technology;Dance,21,false,mobile,ios,2025-08-13T19:39:43.737Z
user_000036,2021-10-25T01:40:06.621Z,25,M,TH,tr,1389,547,167,8975,6218,735,82,257,Dance;Fitness;Travel;Motivation,14,false,desktop,android,2025-08-09T13:52:46.893Z
user_000037,2025-03-14T04:06:06.152Z,38,M,TR,id,153,624,300,13484,7156,1430,349,168,Fashion;Gaming,15,false,desktop,web,2025-08-09T15:30:08.744Z
user_000038,2022-09-27T13:46:46.278Z,27,M,VN,nl,1052,2067,295,10758,6496,1251,85,168,Gaming;Technology;Music,17,false,mobile,ios,2025-08-13T13:49:49.969Z
user_000039,2021-09-17T11:47:11.043Z,40,M,TH,ko,1427,951,119,14323,2334,330,91,178,Comedy;Lifestyle;Pets;Dance,12,false,desktop,ios,2025-08-14T08:47:24.345Z
user_000040,2024-01-17T18:37:49.826Z,39,O,VN,tr,575,1809,337,15863,4171,823,194,239,Pets;Gaming;Food,10,false,tablet,android,2025-08-08T10:00:31.662Z
user_000041,2023-01-02T04:37:38.987Z,30,O,US,bn,955,425,438,12819,5832,829,139,313,Lifestyle;Kids;Gaming;Music;Beauty,16,false,desktop,web,2025-08-11T06:24:05.338Z
user_000042,2022-10-22T14:29:35.531Z,47,F,IT,nl,1027,830,95,2421,4180,830,241,216,Pets;Dance,18,false,desktop,ios,2025-08-10T16:13:23.984Z
user_000043,2020-10-26T01:51:08.192Z,18,M,NG,ar,1753,62,165,5782,6854,374,286,149,News;Art;Sports;Comedy,10,false,mobile,web,2025-08-08T15:33:33.937Z
user_000044,2022-09-15T05:36:10.739Z,32,M,TR,ru,1064,657,441,9241,2729,380,109,156,Beauty;Fashion,14,false,desktop,android,2025-08-09T23:39:10.416Z
user_000045,2024-05-13T07:29:17.982Z,22,M,TH,it,458,141,182,11500,1848,323,96,159,Gaming;Art;Comedy,18,false,mobile,android,2025-08-08T12:12:13.463Z
user_000046,2022-12-06T11:49:03.359Z,28,O,JP,fr,982,303,444,7840,5146,633,288,371,Lifestyle;Gaming;Music;Beauty,11,false,tablet,android,2025-08-09T04:48:43.185Z
user_000047,2023-12-08T16:33:11.111Z,17,O,JP,ru,615,638,483,15724,7218,1022,379,639,Gaming;DIY;News;Lifestyle,9,true,mobile,web,2025-08-11T10:20:33.231Z
user_000048,2024-02-20T17:52:33.953Z,45,M,BR,zh,541,947,229,15852,3347,196,52,125,Gaming;Pets;Education,21,false,desktop,android,2025-08-12T11:18:07.117Z
user_000049,2024-04-28T05:59:18.511Z,26,O,ID,tr,473,1304,25,8775,1931,135,78,139,Fitness;Beauty,21,false,desktop,web,2025-08-08T13:50:04.906Z
user_000050,2023-04-07T03:53:44.864Z,18,M,IR,es,860,920,144,5902,2744,526,47,72,Kids;Education,14,true,mobile,android,2025-08-12T18:07:49.960Z
user_000051,2023-09-15T00:20:11.156Z,28,M,BD,zh,699,825,101,5610,7290,1262,315,603,Kids;Fashion;Comedy,24,false,desktop,web,2025-08-08T09:19:33.403Z
user_000052,2021-10-05T00:37:28.225Z,37,O,KR,pl,1409,1365,350,6088,2027,256,53,122,Art;Gaming;Sports;Beauty;Comedy,18,false,mobile,ios,2025-08-09T14:33:13.441Z
user_000053,2021-04-10T04:06:46.773Z,43,O,US,sv,1587,584,314,1445,5045,834,68,395,DIY;Travel,19,true,tablet,android,2025-08-14T08:49:53.279Z
user_000054,2021-10-29T19:07:59.392Z,38,F,IT,id,1385,659,504,5093,1559,150,63,149,Fashion;Food,6,true,desktop,ios,2025-08-12T12:48:42.625Z
user_000055,2024-04-09T23:01:30.927Z,23,M,MX,id,491,558,144,8840,5274,989,76,133,Sports;Lifestyle;Fashion;Art;Motivation,12,false,mobile,web,2025-08-13T12:16:10.761Z
user_000056,2023-04-19T16:38:21.699Z,25,O,DE,zh,848,703,385,12092,2868,328,72,61,Technology;Beauty,12,false,mobile,web,2025-08-12T10:14:14.120Z
user_000057,2022-01-19T03:24:39.613Z,35,O,JP,th,1303,438,323,10135,1039,100,19,36,Art;Education,21,false,desktop,android,2025-08-12T23:00:27.469Z
user_000058,2022-09-04T03:15:25.657Z,23,M,ID,ru,1075,389,360,4026,4536,763,197,391,Technology;Comedy;Art;Education,12,false,tablet,android,2025-08-12T07:09:14.407Z
user_000059,2021-10-30T00:18:18.203Z,22,F,IR,ko,1384,1167,104,7584,7879,671,138,279,Lifestyle;Pets;Technology;Fitness,23,false,tablet,android,2025-08-12T22:44:48.658Z
user_000060,2021-08-13T21:13:10.382Z,27,M,US,fr,1462,160,175,9019,1142,214,39,110,Education;Dance;News;Sports,21,false,desktop,ios,2025-08-10T09:13:53.218Z
user_000061,2022-04-04T07:51:01.704Z,16,M,TH,it,1228,111,425,7116,3358,424,170,137,Food;Art;Comedy;Kids;Travel,9,false,mobile,ios,2025-08-14T20:00:50.506Z
user_000062,2024-05-22T12:33:44.179Z,19,F,JP,de,449,864,105,7123,5330,935,79,308,Gaming;Beauty;Motivation;Travel;Art,11,false,mobile,web,2025-08-12T16:41:03.972Z
user_000063,2023-09-10T21:49:59.592Z,33,O,IT,ko,704,1441,113,10380,2372,309,134,161,Fashion;Fitness;Comedy;News,12,false,desktop,ios,2025-08-14T11:01:41.619Z
user_000064,2024-12-21T08:23:26.140Z,19,F,VN,ar,236,561,450,11267,4927,411,195,266,Gaming;Kids;Sports,11,true,desktop,ios,2025-08-13T03:57:03.474Z
user_000065,2025-07-22T07:24:41.065Z,35,F,TH,zh,23,829,431,13074,1264,191,35,59,Comedy;Technology;Beauty,16,false,mobile,web,2025-08-12T13:29:38.658Z
user_000066,2023-09-23T19:40:54.249Z,43,O,TH,pt,691,2394,230,9749,1162,176,38,35,Education;Comedy;Technology,12,true,mobile,android,2025-08-14T01:50:03.778Z
user_000067,2022-09-21T22:56:16.164Z,17,O,DE,id,1057,408,370,6774,3878,441,116,264,News;Lifestyle;Technology;Fitness,21,false,mobile,ios,2025-08-08T11:18:13.465Z
user_000068,2021-03-05T10:03:12.660Z,32,O,VN,sv,1623,901,94,9307,7400,1079,106,183,Comedy;DIY,19,false,mobile,ios,2025-08-08T17:29:06.702Z
user_000069,2024-05-07T01:14:09.354Z,39,F,ID,th,464,745,388,1727,4536,477,98,425,Sports;News;Education;Comedy,6,true,mobile,web,2025-08-13T01:58:48.015Z
user_000070,2022-05-03T20:05:45.754Z,17,O,ID,fr,1199,843,121,15359,7661,1057,158,607,News;Motivation,20,false,mobile,android,2025-08-08T08:14:36.938Z
user_000071,2023-03-30T03:52:38.439Z,29,F,TH,pl,868,938,141,5376,1999,270,49,154,Pets;Music;Beauty;Fitness,16,false,desktop,ios,2025-08-11T02:42:58.731Z
user_000072,2025-02-09T16:09:59.546Z,45,F,IN,zh,186,328,296,3969,7979,1552,325,596,Education;DIY,19,false,mobile,android,2025-08-08T23:39:05.594Z
user_000073,2021-08-23T16:48:26.806Z,22,F,TH,vi,1452,592,110,6795,2203,346,80,139,Gaming;Fashion;Art,16,true,tablet,ios,2025-08-08T23:16:33.959Z
user_000074,2025-05-15T22:19:22.780Z,39,M,IN,zh,90,93,117,4282,5684,651,193,442,Sports;Gaming;Travel;Comedy,19,false,tablet,android,2025-08-13T08:20:15.483Z
user_000075,2022-04-17T11:06:29.366Z,50,F,TH,pt,1215,277,216,3253,6523,432,302,485,Gaming;Beauty;Music;Science,17,true,mobile,web,2025-08-14T16:14:52.514Z
user_000076,2023-03-23T11:37:08.740Z,39,M,NG,hi,875,1953,374,12810,5400,445,212,287,DIY;Lifestyle;Fitness;Sports;Music,22,false,tablet,ios,2025-08-12T19:28:30.597Z
user_000077,2023-06-19T12:06:18.896Z,44,F,FR,vi,787,621,196,11937,1260,121,21,90,Art;Kids;DIY;Science,5,false,mobile,web,2025-08-08T19:52:36.283Z
user_000078,2023-06-04T10:14:14.558Z,21,O,KR,de,802,554,384,10294,3299,436,79,123,Food;Beauty;Motivation;Fashion,12,false,desktop,android,2025-08-08T12:59:34.544Z
user_000079,2024-08-03T16:06:38.801Z,18,F,FR,vi,376,394,498,6482,2483,283,147,72,Gaming;Comedy,7,false,desktop,ios,2025-08-09T17:43:14.919Z
user_000080,2022-06-21T06:55:58.456Z,46,O,IR,es,1150,1090,177,1564,3143,277,186,176,Sports;Gaming;News;Comedy,15,false,mobile,web,2025-08-11T17:49:35.082Z
user_000081,2025-04-28T04:31:35.603Z,16,O,NG,es,108,1006,241,1534,2130,393,111,149,Technology;DIY;Fashion,16,false,desktop,ios,2025-08-08T13:33:47.567Z
user_000082,2024-08-23T11:00:24.315Z,27,F,DE,id,356,498,305,8146,7465,906,255,200,Comedy;Motivation,10,false,mobile,ios,2025-08-08T08:18:38.271Z
user_000083,2023-03-11T16:49:44.563Z,22,O,BD,tr,887,1612,231,4839,7233,878,231,473,Comedy;Art;Fashion;Education,13,false,mobile,web,2025-08-12T15:52:00.648Z
user_000084,2025-03-04T18:32:10.318Z,34,M,IT,tr,163,979,87,6103,5027,571,223,362,Sports;Gaming;Travel;Technology;Music,24,false,tablet,web,2025-08-09T00:59:24.104Z
user_000085,2020-10-22T12:53:03.052Z,24,O,FR,ar,1757,2748,77,1844,7134,968,369,331,Fitness;Travel;Motivation;Beauty;Dance,9,false,desktop,android,2025-08-10T10:22:48.076Z
user_000086,2022-11-23T11:28:25.974Z,46,M,KR,id,995,1095,55,13201,1061,93,19,28,Technology;Fitness;Pets,17,false,tablet,android,2025-08-12T23:44:40.135Z
user_000087,2020-09-25T01:44:10.852Z,17,M,TR,de,1784,1334,209,3944,4305,275,208,115,Dance;Sports,10,false,mobile,ios,2025-08-11T11:04:01.595Z
user_000088,2022-02-19T14:57:49.520Z,33,F,TH,de,1272,281,117,13698,4848,448,167,120,Fashion;Music,19,false,tablet,android,2025-08-08T21:04:18.995Z
user_000089,2025-05-29T14:17:23.231Z,35,M,IN,es,77,52,289,3447,836,144,28,24,Travel;Education;Comedy,22,true,desktop,ios,2025-08-11T10:59:23.943Z
user_000090,2025-08-07T11:08:30.246Z,26,O,KR,nl,7,437,285,6691,7565,744,217,289,Pets;Art,19,false,tablet,ios,2025-08-13T21:04:08.990Z
user_000091,2023-11-15T00:58:04.293Z,20,O,VN,vi,638,2005,411,14723,3114,334,50,68,Kids;Fitness,16,false,mobile,web,2025-08-09T01:58:36.825Z
user_000092,2023-08-12T04:02:45.035Z,29,O,PK,th,733,885,78,2302,3770,339,92,134,Comedy;Dance;Sports,17,false,tablet,android,2025-08-10T10:36:58.719Z
user_000093,2024-12-30T00:47:19.525Z,29,O,KR,ru,227,320,215,13411,7503,1026,259,624,Music;News;Art,11,false,desktop,android,2025-08-11T01:02:57.391Z
user_000094,2022-01-16T18:02:09.900Z,21,M,ZA,tr,1306,328,96,11075,8438,618,347,710,Pets;Music,13,false,mobile,ios,2025-08-12T12:41:49.285Z
user_000095,2021-02-05T03:22:38.391Z,41,O,VN,id,1651,818,157,9852,8446,729,471,607,DIY;Dance;Comedy;Fitness;Motivation,12,false,desktop,android,2025-08-09T15:42:31.534Z
user_000096,2024-07-12T21:21:57.957Z,38,F,JP,ja,398,218,20,5754,1113,183,64,100,Art;Sports;Fashion;Kids;Education,6,false,tablet,ios,2025-08-07T22:46:48.706Z
user_000097,2022-08-04T07:24:37.051Z,26,O,GB,es,1106,620,156,14671,1879,164,43,80,Food;Beauty;Technology,7,false,tablet,ios,2025-08-13T05:39:46.178Z
user_000098,2022-04-30T20:43:49.253Z,47,M,IR,de,1202,263,82,10990,1501,209,33,115,Art;Music,19,false,mobile,android,2025-08-11T19:27:12.204Z
user_000099,2021-04-20T15:38:12.311Z,43,O,TH,es,1577,645,482,1782,3052,326,130,136,Music;Gaming,21,false,desktop,ios,2025-08-11T20:47:17.966Z
user_000100,2021-12-29T23:27:28.136Z,40,F,NG,ja,1323,2408,473,4950,6749,1304,136,341,Gaming;News;Food;Education;Beauty,11,false,mobile,web,2025-08-11T17:27:03.708Z
user_000101,2024-10-05T04:50:54.560Z,29,F,VN,th,313,956,375,2337,2411,275,102,166,Motivation;Technology;Gaming;Kids;Lifestyle,7,true,desktop,web,2025-08-09T12:11:22.669Z
user_000102,2024-08-25T11:38:53.301Z,19,O,IN,ar,354,965,350,6820,2092,360,71,165,Comedy;Lifestyle;Pets;News,10,false,desktop,web,2025-08-10T22:25:11.631Z
user_000103,2022-06-20T00:40:33.663Z,39,O,BR,fr,1151,1031,504,12091,1810,136,26,49,Science;Beauty;Lifestyle;Comedy,13,false,tablet,android,2025-08-08T19:45:51.680Z
user_000104,2024-04-06T19:43:37.938Z,16,F,IN,hi,495,446,404,14890,2267,126,103,207,Motivation;Fashion;Gaming;Pets;Travel,19,false,desktop,android,2025-08-10T07:23:31.147Z
user_000105,2022-12-03T07:14:00.308Z,50,M,IT,nl,985,67,234,14094,7176,1301,278,511,News;Comedy,10,false,desktop,web,2025-08-14T12:36:05.944Z
user_000106,2022-01-12T05:37:13.901Z,32,O,TH,de,1310,943,16,6981,2079,326,76,81,Pets;Science;Comedy;Dance;Beauty,16,false,mobile,web,2025-08-07T23:35:54.314Z
user_000107,2021-06-24T06:51:56.084Z,47,F,GB,en,1512,821,353,9519,1904,139,38,132,Fashion;Sports,20,false,mobile,android,2025-08-08T21:00:08.988Z
user_000108,2024-10-16T07:28:29.487Z,38,M,US,bn,302,175,233,12040,8308,960,401,291,News;Kids;DIY;Comedy;Motivation,12,false,desktop,android,2025-08-08T03:32:16.023Z
user_000109,2024-08-07T09:37:33.212Z,30,O,TR,es,372,240,123,11184,7450,1196,265,163,Technology;Fitness;Gaming,12,false,desktop,android,2025-08-09T23:36:20.700Z
user_000110,2022-08-09T01:21:52.125Z,49,F,ID,pl,1101,686,330,15688,2877,504,36,278,Motivation;Comedy;Food;Art,10,false,mobile,web,2025-08-10T16:28:55.099Z
user_000111,2023-11-14T04:04:45.303Z,49,O,US,tr,639,391,134,8509,994,156,23,20,Kids;Fashion,23,false,tablet,android,2025-08-14T21:38:41.218Z
user_000112,2021-03-22T20:51:21.286Z,30,O,FR,es,1606,544,161,6470,648,59,6,53,Gaming;Fitness;Comedy;Fashion;Dance,9,false,desktop,ios,2025-08-09T23:05:29.971Z
user_000113,2023-04-01T22:35:58.615Z,41,M,PK,ko,865,402,139,12612,6056,852,345,338,Art;Comedy,11,true,mobile,ios,2025-08-09T22:28:53.998Z
user_000114,2023-11-27T16:17:23.272Z,36,O,PK,en,626,1206,386,3246,7781,1508,313,517,News;Technology,12,true,mobile,web,2025-08-11T15:16:04.171Z
user_000115,2024-02-16T14:33:41.358Z,45,M,IT,hi,545,681,293,4160,6726,1021,224,478,Comedy;Dance;Gaming;Education,20,false,tablet,android,2025-08-09T20:24:19.248Z
user_000116,2023-12-23T00:58:26.978Z,40,F,TH,de,600,253,96,9325,6241,1223,253,470,Comedy;Education;Fitness,19,false,tablet,android,2025-08-11T01:37:57.121Z
user_000117,2021-07-31T03:47:07.963Z,17,M,MX,bn,1475,2606,412,15697,5425,303,209,397,News;Kids,14,false,mobile,web,2025-08-14T20:25:49.563Z
user_000118,2020-10-10T15:10:13.037Z,44,M,JP,hi,1769,953,344,13286,1310,236,50,106,Dance;Fitness,8,false,desktop,web,2025-08-09T09:52:19.823Z
user_000119,2025-04-06T19:38:13.693Z,23,F,BR,sv,130,272,118,2374,2809,243,72,141,Technology;Education;Pets,16,false,mobile,ios,2025-08-11T02:26:40.004Z
user_000120,2025-05-20T06:22:18.026Z,47,F,PK,ja,86,633,168,9141,4044,645,153,401,Art;Comedy,14,true,desktop,web,2025-08-08T04:41:30.099Z
user_000121,2023-07-17T20:29:51.649Z,49,F,NG,th,759,150,436,3770,7213,553,347,667,Fashion;Education;Food;Art;DIY,15,false,mobile,ios,2025-08-09T03:53:14.461Z
user_000122,2022-04-23T05:48:07.527Z,25,F,KR,id,1209,880,231,6057,7819,695,302,474,Music;Food,7,true,desktop,web,2025-08-14T04:55:20.481Z
user_000123,2023-05-01T04:33:26.918Z,48,M,MX,es,836,855,349,11540,7818,864,280,386,Sports;Beauty;Pets;Food;DIY,9,false,mobile,ios,2025-08-11T22:18:28.391Z
user_000124,2023-10-13T06:10:59.973Z,31,O,ZA,sv,671,265,450,10476,7199,559,149,583,Technology;News;Science;Gaming,21,false,tablet,android,2025-08-08T18:55:45.141Z
user_000125,2023-06-16T17:12:48.988Z,23,M,MX,it,790,611,354,9350,3202,431,191,120,Sports;Art,20,false,desktop,android,2025-08-12T06:49:19.620Z
user_000126,2021-01-22T18:56:29.125Z,17,F,US,vi,1665,1433,321,9635,7781,747,393,431,Kids;Music;Dance;Science;Pets,18,true,mobile,web,2025-08-13T07:09:15.629Z
user_000127,2023-03-07T06:38:13.492Z,49,F,GB,es,891,929,127,4978,6732,1137,335,317,News;Food;Comedy;Motivation,22,false,tablet,android,2025-08-13T11:47:11.937Z
user_000128,2023-11-12T13:39:34.788Z,44,F,BD,bn,641,1836,315,15583,2614,276,101,197,Fashion;Pets;Travel,19,false,tablet,web,2025-08-08T05:03:30.533Z
user_000129,2023-10-01T07:05:40.789Z,31,O,KR,th,683,746,259,15162,6778,445,357,656,Music;Dance,16,false,desktop,web,2025-08-08T12:21:34.755Z
user_000130,2025-02-12T00:10:13.226Z,32,O,JP,tr,183,52,434,7382,6609,980,386,219,News;Gaming;Music;Motivation,17,false,tablet,web,2025-08-09T21:33:09.298Z
user_000131,2025-05-26T01:03:57.955Z,27,F,ZA,pt,80,301,99,13995,683,95,18,18,Comedy;Fashion,12,false,mobile,ios,2025-08-08T06:02:31.376Z
user_000132,2023-05-30T21:34:03.610Z,35,F,PH,id,807,1009,306,11263,7611,554,156,597,Food;DIY;News;Comedy;Motivation,10,false,mobile,android,2025-08-11T02:45:50.361Z
user_000133,2022-09-18T03:14:51.632Z,23,M,PK,nl,1061,668,223,1187,6975,1170,320,447,Fitness;DIY;Science;Motivation,14,false,tablet,web,2025-08-09T11:12:30.925Z
user_000134,2023-12-14T08:49:50.115Z,47,M,FR,ar,609,394,367,11638,3790,411,49,270,Sports;Food;Lifestyle,24,false,mobile,android,2025-08-14T14:53:00.611Z
user_000135,2021-09-26T17:41:47.359Z,40,M,PH,sv,1418,1100,239,5819,4586,648,103,354,Travel;Food,22,false,tablet,ios,2025-08-14T15:43:30.878Z
user_000136,2025-04-08T20:30:10.708Z,40,F,TH,ru,128,66,166,2038,6238,379,137,396,DIY;Art;Travel;Dance;Beauty,24,true,tablet,android,2025-08-09T11:03:06.322Z
user_000137,2020-12-06T06:38:06.191Z,16,O,ZA,id,1712,563,499,13647,1117,157,23,101,Kids;Art;Education;Food,22,false,desktop,web,2025-08-09T13:35:39.204Z
user_000138,2024-01-05T02:12:54.580Z,28,M,US,ru,587,985,316,11903,4418,789,75,186,Kids;Art;Lifestyle;Gaming;Comedy,14,false,mobile,android,2025-08-10T12:46:58.617Z
user_000139,2022-02-20T11:15:13.818Z,43,M,IR,pl,1271,59,457,4878,7098,443,260,299,Music;Technology,22,false,mobile,ios,2025-08-07T22:43:14.665Z
user_000140,2021-10-09T01:29:29.337Z,44,M,PH,ar,1405,1484,224,3803,5132,351,142,210,Technology;DIY;Beauty;Fitness;Pets,14,false,desktop,android,2025-08-12T04:28:04.399Z
user_000141,2023-11-16T04:35:43.077Z,50,O,ID,id,637,707,288,2514,4135,721,193,331,Fashion;Beauty,15,false,desktop,ios,2025-08-12T12:34:08.932Z
user_000142,2023-07-15T16:28:58.356Z,42,O,IT,tr,761,888,179,12707,6108,739,320,271,Comedy;Sports,13,false,desktop,ios,2025-08-13T08:03:21.764Z
user_000143,2023-03-26T17:48:04.894Z,38,M,ZA,fr,872,860,411,8536,889,46,45,20,Fitness;Fashion;Comedy;Science,5,false,desktop,web,2025-08-13T05:35:38.302Z
user_000144,2021-03-28T04:45:37.341Z,19,O,BD,hi,1600,721,399,7687,3237,313,106,157,DIY;Pets;Food,12,false,tablet,web,2025-08-12T11:51:41.841Z
user_000145,2022-09-03T05:16:48.835Z,18,O,BR,bn,1076,607,45,9867,872,153,18,65,DIY;Dance;Fashion;Beauty;Art,21,true,desktop,android,2025-08-14T06:04:14.427Z
user_000146,2020-11-15T01:04:32.699Z,21,M,FR,fr,1733,212,320,12564,2326,177,100,201,Motivation;Technology;Beauty,12,false,desktop,android,2025-08-10T15:20:17.320Z
user_000147,2024-04-02T15:43:26.714Z,42,O,IN,sv,499,1292,435,11351,5123,415,204,486,Sports;Comedy;Gaming;Beauty;Lifestyle,21,false,tablet,web,2025-08-14T08:54:21.378Z
user_000148,2022-05-26T17:39:22.409Z,46,F,VN,vi,1176,506,357,12269,5127,554,234,399,Music;News,12,false,mobile,android,2025-08-10T13:35:21.204Z
user_000149,2021-03-05T05:52:15.889Z,44,O,TR,it,1623,1421,214,12597,7429,1245,258,738,Gaming;Music;News;Art,18,false,mobile,ios,2025-08-09T04:29:05.976Z
user_000150,2020-12-16T18:33:46.165Z,49,M,MX,hi,1702,1090,108,15087,839,46,48,51,Comedy;Science;Travel;Fashion,12,false,tablet,web,2025-08-10T16:13:48.772Z
